scan_id,pattern,type,current_scanGroupId,carrier,carrierId,current_scan_group,proposed_scan_group,scanGroupId
the receiver has been requested to provide warehouse entry details necessary for clearance-UPS UK-Additional information required for customs clearance,the receiver has been requested to provide warehouse entry details necessary for clearance,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,Receiver contacted for clearance instructions,f8beec24-b0b5-464a-8f3c-3d63230bab17
the shipment is in transit for final delivery delivery is scheduled in approximately 1 2 days-UPS UK-In Transit,the shipment is in transit for final delivery delivery is scheduled in approximately 1 2 days,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,Scheduled for delivery,df0f8dc8-63fb-4893-90d6-a1ad1daa7ac5
additional documentation is required for clearance we re working to obtain this information-UPS UK-Missing or incomplete export documentation,additional documentation is required for clearance we re working to obtain this information,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Missing or incomplete export documentation,Additional information or paperwork required for customs clearance,41d9399a-3514-420d-a36b-53c539b89423
receiver not available ups access point service canceled will make 2nd delivery attempt at the receiver s address-UPS UK-Shipment cannot be held any longer to pick-up location,receiver not available ups access point service canceled will make 2nd delivery attempt at the receiver s address,RegEx,ddde0dd5-a185-4060-b12e-e390d8ab062c,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment cannot be held any longer to pick-up location,2nd delivery attempt. Receiver not available.,95933051-a6e3-4bd5-976b-0e780f887cbe
your package is being processed for submission to the fda or department of agriculture-UPS UK-Customs clearance in progress,your package is being processed for submission to the fda or department of agriculture,RegEx,4796f4a2-c081-41d0-82fe-d8a982078677,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance in progress,Processed for clearance,683e4758-4d70-4c2e-98a3-43fa1e270a93
unable to deliver to ups access point will reattempt delivery to ups access point the next business day-UPS UK-Unable to deliver to pick-up point - Re-attempt on the next business day,unable to deliver to ups access point will reattempt delivery to ups access point the next business day,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
per the receiver s request the package is being held for pickup pickup must be made within 5 business days-UPS UK-Receiver to pick up shipment,per the receiver s request the package is being held for pickup pickup must be made within 5 business days,RegEx,16ccd96a-db97-48d3-a2aa-95bdb0b85613,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Receiver to pick up shipment,Package needs to be collected within 5 business days,1510f0db-9ff0-4b60-8acc-4ab8f1bf0874
delivery will be delayed by one business day-UPS UK-Carrier error delayed delivery,delivery will be delayed by one business day,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
we were unable to load the package on the plane as scheduled-UPS UK-Carrier error delayed delivery,we were unable to load the package on the plane as scheduled,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
we currently have the package the receiver requested clearance by a non ups broker-UPS UK-Handover to broker for clearance,we currently have the package the receiver requested clearance by a non ups broker,RegEx,790eb422-1fc4-4074-b2a7-e3330538c7a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Handover to broker for clearance,The receiver wishes to use their own broker for customs clearance. This may delay delivery,1ffa247f-3e95-4e75-9af9-c3f190dc688b
due to operating conditions your delivery may be delayed-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,due to operating conditions your delivery may be delayed,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
your package has been delayed due to a government regulatory agency hold-UPS UK-Held for inspection by government agency,your package has been delayed due to a government regulatory agency hold,RegEx,e197487d-bc6b-48e8-a617-3b80bfc78144,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Held for inspection by government agency,Clearance has been delayed by customs or other government agency,e88ff616-6014-4117-9c92-de79a974709f
the package is being held for a future delivery date we ll attempt to deliver on the date requested-UPS UK-Package on hold for delivery,the package is being held for a future delivery date we ll attempt to deliver on the date requested,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
documentation required for import is incomplete or missing we are working to obtain this information-UPS UK-Missing or incomplete export documentation,documentation required for import is incomplete or missing we are working to obtain this information,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Missing or incomplete export documentation,Additional information or paperwork required for customs clearance,41d9399a-3514-420d-a36b-53c539b89423
the package was transferred to a local agent and rescheduled for delivery-UPS UK-Delivery rescheduled,the package was transferred to a local agent and rescheduled for delivery,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery rescheduled,Transferred to third party for delivery,54e3331f-0c46-4137-86b0-0f477cd2e3df
we ve missed the scheduled transfer time this may cause a delay-UPS UK-Carrier error delayed delivery,we ve missed the scheduled transfer time this may cause a delay,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
the address was corrected-UPS UK-Rescheduled delivery due to updated address,the address was corrected,RegEx,f77abb6a-14d1-485f-91b6-71ed3e096044,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Rescheduled delivery due to updated address,Change of delivery address,a2d95bb0-21b2-43f1-aaa3-3c6cf6367765
as requested by the receiver we have updated the address-UPS UK-Rescheduled delivery due to updated address,as requested by the receiver we have updated the address,RegEx,f77abb6a-14d1-485f-91b6-71ed3e096044,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Rescheduled delivery due to updated address,Change of delivery address,a2d95bb0-21b2-43f1-aaa3-3c6cf6367765
the delivery information was updated in error we ve corrected the mistake-UPS UK-Rescheduled delivery due to updated address,the delivery information was updated in error we ve corrected the mistake,RegEx,f77abb6a-14d1-485f-91b6-71ed3e096044,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Rescheduled delivery due to updated address,New instructions received - We updated the delivery information for your package,0b6f2e65-c1a7-4b3d-90da-de65f31b6160
due to operating conditions your package may be delayed-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,due to operating conditions your package may be delayed,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
delivery has been rescheduled to the next business day due to holiday closures-UPS UK-Delivery scheduled for next business day,delivery has been rescheduled to the next business day due to holiday closures,RegEx,ee46b1a3-4ee8-4a98-8c25-ab08efbfe00a,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery scheduled for next business day,Delivery rescheduled due to holiday closures,4b22eecd-bdb4-4030-a64b-f7f1f7a8bf37
the package was not ready for pickup at the time of the final attempt label-UPS UK-Collection failed or cancelled. Rebooking required,the package was not ready for pickup at the time of the final attempt label,RegEx,4907c213-ab51-4fdb-877d-9f4cd6c1f240,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Collection failed or cancelled. Rebooking required,Collection failed - Parcel not ready,a69c1c77-6db6-4b02-a805-435b8dac6998
the package was not ready for pickup at the time of the final attempt-UPS UK-Collection failed or cancelled. Rebooking required,the package was not ready for pickup at the time of the final attempt,RegEx,4907c213-ab51-4fdb-877d-9f4cd6c1f240,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Collection failed or cancelled. Rebooking required,Collection failed - Parcel not ready,a69c1c77-6db6-4b02-a805-435b8dac6998
departed from facility-UPS UK-In Transit,departed from facility,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
package is delayed in transit delivery will be rescheduled check back or signup for ups my choice to receive updates-UPS UK-Carrier error delayed delivery,package is delayed in transit delivery will be rescheduled check back or signup for ups my choice to receive updates,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
delivery instructions have been provided by the receiver-UPS UK-Request to reschedule delivery,delivery instructions have been provided by the receiver,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,New instructions received - We updated the delivery information for your package,0b6f2e65-c1a7-4b3d-90da-de65f31b6160
package has been received from ups access point location ups will process as necessary-UPS UK-Shipment collected,package has been received from ups access point location ups will process as necessary,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment collected,Shipment collected from pick-up location,a80c5c73-993a-4579-b0ba-cf9b3fd37287
uncontrollable events have delayed delivery we are adjusting delivery plans as quickly as possible please check back on the next business day for updates-UPS UK-Arrived late at destination - Expect 1 business day delivery delay,uncontrollable events have delayed delivery we are adjusting delivery plans as quickly as possible please check back on the next business day for updates,RegEx,b7349cb4-896b-4a03-a984-8b556118a1b7,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Arrived late at destination - Expect 1 business day delivery delay,Delayed due to circumstances beyond our control - Corrective action underway,da51b056-3d09-4978-ab8e-695c2852f981
the contents of your package are subject to export restrictions and may cause a delivery delay-UPS UK-Unable to deliver,the contents of your package are subject to export restrictions and may cause a delivery delay,RegEx,67224b76-1437-4890-877c-d375005362a8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver,The contents of your package are subject to export restrictions. Cleareance may therefore be delayed,c79b37ca-e536-4495-9d64-2f3b3ce77074
this package is being held for a future delivery date-UPS UK-Package on hold for delivery,this package is being held for a future delivery date,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
a natural disaster has delayed delivery we are ready to deliver as soon as conditions allow-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,a natural disaster has delayed delivery we are ready to deliver as soon as conditions allow,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to adverse weather conditions,846d6640-376c-49b4-96d7-f5af9ab057d7
